Username,Tweets,Date,Likes,Retweets
Chiltern Railway,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",25/08/2022,108,76
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",24/08/2022,96,61
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",23/08/2022,43,5
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",22/08/2022,48,67
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",21/08/2022,2,1
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,20/08/2022,25,53
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",19/08/2022,63,67
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",18/08/2022,111,4
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",17/08/2022,18,8
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,16/08/2022,91,63
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",15/08/2022,24,20
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",14/08/2022,106,8
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,13/08/2022,56,63
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",12/08/2022,2,28
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,11/08/2022,40,55
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,10/08/2022,90,22
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",09/08/2022,44,35
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,08/08/2022,37,24
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",07/08/2022,81,10
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",06/08/2022,5,57
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,05/08/2022,30,63
N/A,N/A,N/A,N/A,N/A
Chiltern Railway,We can carry wheelchairs or mobility scooters up to 700mm wide and 1200mm long with a maximum weight of 300kg (including your weight) on our trains. Customers may remain in scooters/wheelchairs when traveling and can use the dedicated wheelchair bays on our trains.,04/08/2022,39,19
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,03/08/2022,61,76
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,02/08/2022,49,18
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,01/08/2022,38,29
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",31/07/2022,88,9
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",30/07/2022,30,67
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",29/07/2022,9,20
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,28/07/2022,53,15
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",27/07/2022,81,9
Chiltern Railway,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",26/07/2022,78,20
Chiltern Railway,"Due to a fault with the signaling system at South Ruislip, some lines remain blocked at present. Ticket Acceptance is in place with Transport for London (TfL) Central Line services operating between West Ruislip, South Ruislip.",25/07/2022,15,78
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",24/07/2022,104,24
Chiltern Railway,"When assistance has been booked but not provided at the time of travel, we will provide appropriate redress, and you can make a complaint on the webform via http://chilternrailways.co.uk/contact-us.",23/07/2022,71,57
Chiltern Railway,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",22/07/2022,109,2
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",21/07/2022,89,74
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",20/07/2022,18,75
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",19/07/2022,115,80
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",18/07/2022,93,9
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",17/07/2022,38,47
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",16/07/2022,12,16
Chiltern Railway,"If you're traveling today or tomorrow, please remember to carry water with you and stay hydrated at all times. For more guidance on traveling during warm weather spells, please visit: https://chilternrailways.co.uk/hotweather.",15/07/2022,34,55
Chiltern Railway,"If you're traveling today or tomorrow, please remember to carry water with you and stay hydrated at all times. For more guidance on traveling during warm weather spells, please visit: https://chilternrailways.co.uk/hotweather.",14/07/2022,17,79
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",13/07/2022,67,6
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",12/07/2022,99,41
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",11/07/2022,65,6
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",10/07/2022,10,26
Chiltern Railway,Disruption caused by the police dealing with an incident near the railway at Olton has now ended.,09/07/2022,1,55
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",08/07/2022,47,28
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,07/07/2022,13,73
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",06/07/2022,60,38
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",05/07/2022,52,35
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",04/07/2022,74,16
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",03/07/2022,11,66
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",02/07/2022,29,33
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",01/07/2022,102,37
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,30/06/2022,40,72
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",29/06/2022,94,7
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",28/06/2022,80,29
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",27/06/2022,28,44
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",26/06/2022,47,74
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,25/06/2022,49,29
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",24/06/2022,37,34
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",23/06/2022,47,24
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",22/06/2022,66,75
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",21/06/2022,75,28
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,20/06/2022,84,41
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,19/06/2022,2,1
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",18/06/2022,5,72
Chiltern Railway,"We're sorry for the delay in your journey. If you have been delayed by 15 minutes or more, you will likely be entitled to compensation. Claims can be made via this web link: https://chilternrailways.co.uk/delayrepay15.",17/06/2022,68,30
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",16/06/2022,98,77
Chiltern Railway,The 06:55 Aylesbury to Princes Risborough due 07:12 will be canceled. This is due to a late-running freight train. We apologize for any inconvenience.,15/06/2022,46,34
Chiltern Railway,"Due to a fault with the signaling system at South Ruislip, some lines remain blocked at present. Ticket Acceptance is in place with Transport for London (TfL) Central Line services operating between West Ruislip, South Ruislip.",14/06/2022,118,5
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,13/06/2022,9,75
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",12/06/2022,69,15
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",11/06/2022,56,77
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",10/06/2022,99,71
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",09/06/2022,45,28
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",08/06/2022,53,64
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",07/06/2022,7,21
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",06/06/2022,2,39
Chiltern Railway,"Due to a fault with the signaling system at South Ruislip, some lines remain blocked at present. Ticket Acceptance is in place with Transport for London (TfL) Central Line services operating between West Ruislip, South Ruislip.",05/06/2022,117,78
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",04/06/2022,114,43
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",03/06/2022,83,19
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,02/06/2022,103,64
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",01/06/2022,46,34
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",31/05/2022,74,33
Chiltern Railway,"When assistance has been booked but not provided at the time of travel, we will provide appropriate redress, and you can make a complaint on the webform via http://chilternrailways.co.uk/contact-us.",30/05/2022,62,6
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",29/05/2022,115,71
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",28/05/2022,72,36
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",27/05/2022,40,26
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",26/05/2022,28,9
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",25/05/2022,88,62
Chiltern Railway,"When assistance has been booked but not provided at the time of travel, we will provide appropriate redress, and you can make a complaint on the webform via http://chilternrailways.co.uk/contact-us.",24/05/2022,42,63
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,23/05/2022,114,59
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",22/05/2022,92,44
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",21/05/2022,20,33
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",20/05/2022,68,16
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",19/05/2022,114,73
Chiltern Railway,Disruption caused by the police dealing with an incident near the railway at Olton has now ended.,18/05/2022,23,38
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",17/05/2022,113,53
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",16/05/2022,15,27
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",15/05/2022,43,78
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",14/05/2022,102,1
Chiltern Railway,"When assistance has been booked but not provided at the time of travel, we will provide appropriate redress, and you can make a complaint on the webform via http://chilternrailways.co.uk/contact-us.",13/05/2022,84,5
Chiltern Railway,Disruption caused by the police dealing with an incident near the railway at Olton has now ended.,12/05/2022,108,41
Chiltern Railway,Disruption caused by the police dealing with an incident near the railway at Olton has now ended.,11/05/2022,50,61
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,10/05/2022,119,54
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",09/05/2022,85,15
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",08/05/2022,65,73
Chiltern Railway,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",07/05/2022,92,23
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",06/05/2022,21,77
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",05/05/2022,64,38
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",04/05/2022,111,20
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",03/05/2022,73,32
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",02/05/2022,89,78
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",01/05/2022,88,31
Chiltern Railway,"I am sorry to say we have a couple of cancellations this morning - 06:55 Service from Aylesbury to Princes Risborough, 07:22 Service from Princes Risborough to Aylesbury. Please check your journey before traveling - https://journeycheck.com/chilternrailways/.",30/04/2022,25,24
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",29/04/2022,24,38
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",28/04/2022,14,68
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",27/04/2022,51,80
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,26/04/2022,98,68
Chiltern Railway,"The last trains Southbound today are as follows - 21.48 Aylesbury - Marylebone via Amersham, 20.37 Aylesbury - Princes Risborough, 21.13 Aylesbury Vale Parkway - Marylebone via Amersham, 22.22 Birmingham Moor Street - Banbury.",25/04/2022,27,49
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",24/04/2022,14,53
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,23/04/2022,47,39
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",22/04/2022,109,74
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",21/04/2022,105,22
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",20/04/2022,109,66
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",19/04/2022,60,9
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",18/04/2022,55,52
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",17/04/2022,85,10
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",16/04/2022,65,9
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",15/04/2022,102,48
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,14/04/2022,115,55
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,13/04/2022,79,65
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",12/04/2022,31,55
Chiltern Railway,Disruption caused by a problem with line-side equipment between Banbury and Kings Sutton has now ended. We apologize for the delay/disruption caused to your journey this evening.,11/04/2022,74,15
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",10/04/2022,46,74
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",09/04/2022,19,37
Chiltern Railway,"There is an amended timetable in place today due to planned engineering works. The railway is closed between Wembley Stadium and West Ruislip all day. For further information, please visit http://chilternrailways.co.uk/tickets-and-times/changes.",08/04/2022,20,66
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,07/04/2022,17,1
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",06/04/2022,55,30
Chiltern Railway,"Apologies, the line towards the West Midlands is currently blocked due to a broken-down train between London Marylebone and Neasden South Jn. Services may be delayed by up to 25 minutes. We're sorry for the inconvenience caused.",05/04/2022,1,11
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",04/04/2022,69,64
Chiltern Railway,Strike action will impact our services for the next two days. Check before you travel at http://chilternrailways.co.uk/strike.,03/04/2022,109,75
Chiltern Railway,"Due to a police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/.",02/04/2022,31,50
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",01/04/2022,37,33
Chiltern Railway,"If you are registered blind or have a visual impairment, you can buy a season ticket that allows a companion to travel with you for free. You can buy these tickets at your local ticket offices. For full details, please ask a station staff who will be happy to assist.",31/03/2022,14,126
Chiltern Railway,"Disruption caused by the police dealing with an incident near the railway at Olton, trains have to run at reduced speed. Train services running through this station may be delayed by up to 10 minutes. For live journey updates, please visit: https://journeycheck.com/chilternrailways/",30/03/2022,9,91
Chiltern Railway,"Due to a burst water pipe, we have been advised that the entrance to Hatton station may be blocked until Severn Trent Water has resolved this issue. We apologize for any inconvenience.",29/03/2022,52,45
Chiltern Railway,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",28/03/2022,15,132
