Username,Tweets,Date,Likes,Retweets
Avanti West Coast,"Customer Information: If you have any questions or require assistance, please reach out to our customer support team. We're here to help! #AvantiWestCoast",01/08/2022,28,50
Avanti West Coast,The rail industry is launching a consultation on plans to modernise customer service in railway stations. Read the proposals: https://avantiwestcoast.co.uk/consultation,31/07/2022,18,3
Avanti West Coast,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",30/07/2022,14,39
Avanti West Coast,"Important Service Announcement: Due to unforeseen operational issues, there will be no service on the Edinburgh to London Euston route. We apologize for the inconvenience caused. Train number 9012 is cancelled. #AvantiWestCoast",29/07/2022,2,47
Avanti West Coast,"Important Notice: Due to station renovations, Glasgow Queen Street station will be closed for the specified period. We apologize for any inconvenience caused. #AvantiWestCoast",28/07/2022,17,18
Avanti West Coast,Service Disruption: Edinburgh to Birmingham services may be affected by strike action. We apologize for any inconvenience caused. Train number 3456 scheduled to depart Edinburgh Waverley at 13:15 may experience delays. #AvantiWestCoast,27/07/2022,16,13
Avanti West Coast,Service Disruption: Glasgow Central to Birmingham services are temporarily suspended. We apologize for any inconvenience caused. Train number 3456 on this route is cancelled. #AvantiWestCoast,26/07/2022,3,31
Avanti West Coast,"Attention Passengers: Due to strike action, there may be disruptions on the Liverpool to London route. We appreciate your understanding during this time. Train number 9012 scheduled to depart Liverpool Lime Street at 11:30 may be delayed. #AvantiWestCoast",25/07/2022,23,43
Avanti West Coast,We are signing off for a few days! There will be no services or Social Media assistance on 25th or 26th December.,24/07/2022,26,6
Avanti West Coast,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",23/07/2022,17,28
Avanti West Coast,"Attention Passengers: Due to strike action, there may be disruptions on the Liverpool to London route. We appreciate your understanding during this time. Train number 9012 scheduled to depart Liverpool Lime Street at 11:30 may be delayed. #AvantiWestCoast",22/07/2022,17,34
Avanti West Coast,Station Closure Update: Manchester Piccadilly station will be temporarily closed for renovations. We appreciate your understanding during this time. #AvantiWestCoast,21/07/2022,24,10
Avanti West Coast," No Service: Due to unforeseen circumstances, services on the Manchester to London route are temporarily suspended. We apologize for the inconvenience caused. Train number 2345 on this route is cancelled. #AvantiWestCoast",20/07/2022,9,15
Avanti West Coast,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",19/07/2022,24,42
Avanti West Coast,Engineering Works Notice: Please be advised that essential maintenance work is taking place between Birmingham New Street and Manchester Piccadilly. Delays are expected. #AvantiWestCoast,18/07/2022,17,31
Avanti West Coast,Join now https://avantiwestcoast.co.uk/tickets-and-savings/club-avanti,17/07/2022,15,22
Avanti West Coast,Service Update: Glasgow Central to London Euston services may be disrupted due to ongoing strike action. Please plan your journey accordingly. Train number 7890 on the Glasgow to London Euston route may be subject to delays. #AvantiWestCoast,16/07/2022,3,21
Avanti West Coast,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",15/07/2022,4,47
Avanti West Coast," No Service: Due to unforeseen circumstances, services on the Manchester to London route are temporarily suspended. We apologize for the inconvenience caused. Train number 2345 on this route is cancelled. #AvantiWestCoast",14/07/2022,4,12
Avanti West Coast,Service Disruption: Edinburgh to Birmingham services may be affected by strike action. We apologize for any inconvenience caused. Train number 3456 scheduled to depart Edinburgh Waverley at 13:15 may experience delays. #AvantiWestCoast,13/07/2022,21,23
Avanti West Coast,Find out how your journey will be affected  https://avantiwestcoast.co.uk/travel-information/plan-your-journey/planned-engineering-works/carstairs-modernisation-project,12/07/2022,22,20
Avanti West Coast,Today at Crewe we're raising money for @hopesandbeams_ by taking on the 10k in 10 hours challenge.,11/07/2022,12,25
Avanti West Coast,Service Disruption: We regret to inform you that there will be no service on the Liverpool to Birmingham route until further notice. Please make alternative travel arrangements. Train number 6789 is cancelled. #AvantiWestCoast,10/07/2022,6,27
Avanti West Coast, Currently Running: Trains on the Liverpool to London Euston route are operating as scheduled. We appreciate your patronage. Train number 9012 is on time. #AvantiWestCoast,09/07/2022,14,36
Avanti West Coast,Service Disruption: Glasgow Central to Birmingham services are temporarily suspended. We apologize for any inconvenience caused. Train number 3456 on this route is cancelled. #AvantiWestCoast,08/07/2022,27,45
Avanti West Coast,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",07/07/2022,16,8
Avanti West Coast,Delays Expected: Trains on the Liverpool to Birmingham route may be delayed. We apologize for any inconvenience caused. #AvantiWestCoast,06/07/2022,6,33
Avanti West Coast,"Important Service Announcement: Due to unforeseen operational issues, there will be no service on the Edinburgh to London Euston route. We apologize for the inconvenience caused. Train number 9012 is cancelled. #AvantiWestCoast",05/07/2022,23,26
Avanti West Coast,Station Closure: Liverpool Lime Street station will be temporarily closed for essential repairs. We apologize for any inconvenience caused. #AvantiWestCoast,04/07/2022,28,4
Avanti West Coast,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",03/07/2022,17,32
Avanti West Coast,The rail industry is launching a consultation on plans to modernise customer service in railway stations. Read the proposals: https://avantiwestcoast.co.uk/consultation,02/07/2022,16,33
Avanti West Coast,"Important Service Announcement: Due to unforeseen operational issues, there will be no service on the Edinburgh to London Euston route. We apologize for the inconvenience caused. Train number 9012 is cancelled. #AvantiWestCoast",01/07/2022,11,49
Avanti West Coast,The rail industry is launching a consultation on plans to modernise customer service in railway stations. Read the proposals: https://avantiwestcoast.co.uk/consultation,30/06/2022,12,40
Avanti West Coast,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",29/06/2022,23,15
Avanti West Coast,Important Service Announcement: Edinburgh Waverley station will be closed for maintenance. Please make alternative travel arrangements. #AvantiWestCoast,28/06/2022,20,20
Avanti West Coast,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",27/06/2022,10,29
Avanti West Coast,Service Update: Glasgow Central to London Euston services may be disrupted due to ongoing strike action. Please plan your journey accordingly. Train number 7890 on the Glasgow to London Euston route may be subject to delays. #AvantiWestCoast,26/06/2022,7,19
Avanti West Coast,Service Disruption: Glasgow Central to Birmingham services are temporarily suspended. We apologize for any inconvenience caused. Train number 3456 on this route is cancelled. #AvantiWestCoast,25/06/2022,24,2
Avanti West Coast,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",24/06/2022,20,13
Avanti West Coast,Service Update: Our trains are running smoothly across the network. Have a pleasant journey! Train number 1234 from London Euston to Birmingham New Street is on time. #AvantiWestCoast,23/06/2022,26,38
Avanti West Coast,Delays Update: Manchester to London Euston services are currently experiencing delays. We apologize for any inconvenience caused. #AvantiWestCoast,22/06/2022,7,27
Avanti West Coast,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",21/06/2022,1,39
Avanti West Coast,"Attention Passengers: Due to strike action, there may be disruptions on the Liverpool to London route. We appreciate your understanding during this time. Train number 9012 scheduled to depart Liverpool Lime Street at 11:30 may be delayed. #AvantiWestCoast",20/06/2022,29,46
Avanti West Coast,Service Disruption: We regret to inform you that there will be no service on the Liverpool to Birmingham route until further notice. Please make alternative travel arrangements. Train number 6789 is cancelled. #AvantiWestCoast,19/06/2022,22,21
Avanti West Coast,Travelling to/from Scotland this weekend? ,18/06/2022,5,40
Avanti West Coast,Service Disruption: Glasgow Central to Birmingham services are temporarily suspended. We apologize for any inconvenience caused. Train number 3456 on this route is cancelled. #AvantiWestCoast,17/06/2022,27,43
Avanti West Coast,"Customer Information: If you have any questions or require assistance, please reach out to our customer support team. We're here to help! #AvantiWestCoast",16/06/2022,8,17
Avanti West Coast,Service Update: Our services are temporarily affected due to ongoing strike action. Please check our website for the latest updates. Train number 5678 on the Glasgow to London Euston route may be subject to delays. #AvantiWestCoast,15/06/2022,23,21
Avanti West Coast,We are looking to our future generation for help! Enter your train name submission here - https://avantiwestcoast.co.uk/climate-train-competition,14/06/2022,6,6
Avanti West Coast,"Service Disruption: Due to industrial action, there may be disruptions on the Birmingham to Manchester route. We apologize for any inconvenience caused. Train number 1234 scheduled to depart Birmingham New Street at 09:00 may experience delays. #AvantiWestCoast",13/06/2022,22,24
Avanti West Coast,Today at Crewe we're raising money for @hopesandbeams_ by taking on the 10k in 10 hours challenge.,12/06/2022,23,21
Avanti West Coast,We are signing off for a few days! There will be no services or Social Media assistance on 25th or 26th December.,11/06/2022,13,33
Avanti West Coast," Currently Running: Trains on the London to Birmingham route are operating as scheduled. Sit back, relax, and enjoy your journey with AvantiWestCoast! #AvantiWestCoast",10/06/2022,28,28
Avanti West Coast,The rail industry is launching a consultation on plans to modernise customer service in railway stations. Read the proposals: https://avantiwestcoast.co.uk/consultation,09/06/2022,22,24
Avanti West Coast,"Delays Alert: Due to unforeseen circumstances, delays are expected on the Birmingham to Manchester route. Please allow extra time for your journey. #AvantiWestCoast",08/06/2022,16,17
Avanti West Coast,Delay Notification: Trains on the Edinburgh to Birmingham route are running behind schedule. We appreciate your patience during this time. #AvantiWestCoast,07/06/2022,28,47
Avanti West Coast,Service Disruption: We regret to inform you that there will be no service on the Liverpool to Birmingham route until further notice. Please make alternative travel arrangements. Train number 6789 is cancelled. #AvantiWestCoast,06/06/2022,18,21
Avanti West Coast,We are signing off for a few days! There will be no services or Social Media assistance on 25th or 26th December.,05/06/2022,9,40
Avanti West Coast,"Travelling into London today? Services and stations are expected to be extremely busy. Please be patient with our colleagues and fellow customers, and make a note of the last train services of the day.",04/06/2022,19,5
Avanti West Coast,"Service Update: Due to ongoing engineering works, some services between London Euston and Glasgow may be affected. Please check our website for detailed information. #AvantiWestCoast",03/06/2022,22,42
Avanti West Coast,Service Disruption: Glasgow Central to Manchester services may be affected by engineering works. Please plan your journey accordingly. #AvantiWestCoast,02/06/2022,2,3
Avanti West Coast," Currently Running: Trains on the London to Birmingham route are operating as scheduled. Sit back, relax, and enjoy your journey with AvantiWestCoast! #AvantiWestCoast",01/06/2022,29,20
Avanti West Coast,Service Disruption: Glasgow Central to Manchester services may be affected by engineering works. Please plan your journey accordingly. #AvantiWestCoast,31/05/2022,23,41
Avanti West Coast,Service Announcement: Trains between London Euston and Glasgow may experience delays. We apologize for the inconvenience caused. #AvantiWestCoast,30/05/2022,30,45
Avanti West Coast,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",29/05/2022,15,37
Avanti West Coast,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",28/05/2022,12,29
Avanti West Coast,"Important Notice: Due to station renovations, Glasgow Queen Street station will be closed for the specified period. We apologize for any inconvenience caused. #AvantiWestCoast",27/05/2022,21,24
Avanti West Coast,"Tell us your destination, without telling us your destination",26/05/2022,30,46
Avanti West Coast,"Station Closure: Attention passengers, please note that Birmingham International station will be temporarily closed for maintenance. Alternative transport options will be available. #AvantiWestCoast",25/05/2022,18,32
Avanti West Coast,Service Announcement: Trains between London Euston and Glasgow may experience delays. We apologize for the inconvenience caused. #AvantiWestCoast,24/05/2022,29,29
Avanti West Coast,"UPDATE: Following trespassers on the railway between Milton Keynes Central and Watford Junction, all lines have now reopened. Residual delays are still expected. Train number 1234 scheduled to depart Milton Keynes Central at 10:30 may experience some delays. #AvantiWestCoast",23/05/2022,17,20
Avanti West Coast, Attention Passengers: We value your feedback. Share your travel experience with us and let us know how we can enhance your journey. #AvantiWestCoast,22/05/2022,5,30
Avanti West Coast," Currently Running: Trains on the London to Birmingham route are operating as scheduled. Sit back, relax, and enjoy your journey with AvantiWestCoast! #AvantiWestCoast",21/05/2022,19,6
Avanti West Coast,"Travelling into London today? Services and stations are expected to be extremely busy. Please be patient with our colleagues and fellow customers, and make a note of the last train services of the day.",20/05/2022,1,26
Avanti West Coast,Service Disruption: Glasgow Central to Birmingham services are temporarily suspended. We apologize for any inconvenience caused. Train number 3456 on this route is cancelled. #AvantiWestCoast,19/05/2022,26,38
Avanti West Coast,Service Announcement: Trains on the Edinburgh to Glasgow route are running as per schedule. We wish you a pleasant journey with AvantiWestCoast! #AvantiWestCoast,18/05/2022,10,2
Avanti West Coast,Delays Update: Manchester to London Euston services are currently experiencing delays. We apologize for any inconvenience caused. #AvantiWestCoast,17/05/2022,19,8
Avanti West Coast,Service Update: Our trains are running smoothly across the network. Have a pleasant journey! Train number 1234 from London Euston to Birmingham New Street is on time. #AvantiWestCoast,16/05/2022,3,39
Avanti West Coast,"Attention Passengers: Due to strike action, there may be disruptions on the Liverpool to London route. We appreciate your understanding during this time. Train number 9012 scheduled to depart Liverpool Lime Street at 11:30 may be delayed. #AvantiWestCoast",15/05/2022,20,11
Avanti West Coast,Delays Expected: Trains on the Liverpool to Birmingham route may be delayed. We apologize for any inconvenience caused. #AvantiWestCoast,14/05/2022,5,45
Avanti West Coast,Important Service Announcement: Edinburgh Waverley station will be closed for maintenance. Please make alternative travel arrangements. #AvantiWestCoast,13/05/2022,12,14
Avanti West Coast,Service Update: Our services are temporarily affected due to ongoing strike action. Please check our website for the latest updates. Train number 5678 on the Glasgow to London Euston route may be subject to delays. #AvantiWestCoast,12/05/2022,25,13
Avanti West Coast," No Service: Due to unforeseen circumstances, services on the Manchester to London route are temporarily suspended. We apologize for the inconvenience caused. Train number 2345 on this route is cancelled. #AvantiWestCoast",11/05/2022,20,48
Avanti West Coast,Travel info can be found here: https://avantiwestcoast.co.uk/travel-information/plan-your-journey/planned-engineering-works/christmas-planned-work-2021. We hope you all have a wonderful festive break,10/05/2022,29,23
Avanti West Coast,Service Announcement: Trains between London Euston and Glasgow may experience delays. We apologize for the inconvenience caused. #AvantiWestCoast,09/05/2022,3,2
Avanti West Coast,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",08/05/2022,23,28
Avanti West Coast,"Delays Alert: Due to unforeseen circumstances, delays are expected on the Birmingham to Manchester route. Please allow extra time for your journey. #AvantiWestCoast",07/05/2022,22,14
Avanti West Coast,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",06/05/2022,20,23
Avanti West Coast,"Customer Information: If you have any questions or require assistance, please reach out to our customer support team. We're here to help! #AvantiWestCoast",05/05/2022,17,34
Avanti West Coast,Cute ways to travel this month. Go green. Go train. Our new #ClimateTrain,04/05/2022,28,43
Avanti West Coast,Today at Crewe we're raising money for @hopesandbeams_ by taking on the 10k in 10 hours challenge.,03/05/2022,27,4
Avanti West Coast,Service Announcement: Trains between London Euston and Glasgow may experience delays. We apologize for the inconvenience caused. #AvantiWestCoast,02/05/2022,30,44
Avanti West Coast,Service Disruption: Edinburgh to Birmingham services may be affected by strike action. We apologize for any inconvenience caused. Train number 3456 scheduled to depart Edinburgh Waverley at 13:15 may experience delays. #AvantiWestCoast,01/05/2022,23,4
Avanti West Coast,"Due to a fault with the signaling system between Sudbury Hill Harrow and Sudbury & Harrow Road, trains have to run at reduced speed on the line towards London. Train services running through these stations may be delayed by up to 8 minutes.",30/04/2022,28,20
Avanti West Coast,Station Closure: Liverpool Lime Street station will be temporarily closed for essential repairs. We apologize for any inconvenience caused. #AvantiWestCoast,29/04/2022,28,18
Avanti West Coast,Delay Notification: Trains on the Edinburgh to Birmingham route are running behind schedule. We appreciate your patience during this time. #AvantiWestCoast,28/04/2022,29,47
Avanti West Coast,No Service: Manchester to London Euston services are currently suspended. We apologize for the disruption. Train number 7890 on this route is cancelled. #AvantiWestCoast,27/04/2022,7,49
Avanti West Coast,"Travelling into London today? Services and stations are expected to be extremely busy. Please be patient with our colleagues and fellow customers, and make a note of the last train services of the day.",26/04/2022,3,48
Avanti West Coast,Which train matches your Monday mood?,25/04/2022,18,50
Avanti West Coast,"Station Closure: Attention passengers, please note that Birmingham International station will be temporarily closed for maintenance. Alternative transport options will be available. #AvantiWestCoast",24/04/2022,17,38
Avanti West Coast,"Planned Engineering Works: Liverpool Lime Street station will undergo maintenance, resulting in service disruptions. We apologize for any inconvenience caused. #AvantiWestCoast",23/04/2022,19,19
Avanti West Coast,"Important Service Announcement: Due to unforeseen operational issues, there will be no service on the Edinburgh to London Euston route. We apologize for the inconvenience caused. Train number 9012 is cancelled. #AvantiWestCoast",22/04/2022,15,36
Avanti West Coast,Sometimes your seat needs to take a seat.,21/04/2022,5,19
Avanti West Coast,No Service: Manchester to London Euston services are currently suspended. We apologize for the disruption. Train number 7890 on this route is cancelled. #AvantiWestCoast,20/04/2022,20,50
Avanti West Coast,Service Announcement: Trains on the Edinburgh to Glasgow route are running as per schedule. We wish you a pleasant journey with AvantiWestCoast! #AvantiWestCoast,19/04/2022,20,7
Avanti West Coast,Service Disruption: We regret to inform you that there will be no service on the Liverpool to Birmingham route until further notice. Please make alternative travel arrangements. Train number 6789 is cancelled. #AvantiWestCoast,18/04/2022,18,45
Avanti West Coast,"Important Service Announcement: Due to unforeseen operational issues, there will be no service on the Edinburgh to London Euston route. We apologize for the inconvenience caused. Train number 9012 is cancelled. #AvantiWestCoast",17/04/2022,6,35
Avanti West Coast,Attention Passengers: Your feedback is important to us. Let us know how we can improve your travel experience. #AvantiWestCoast,16/04/2022,13,10
Avanti West Coast,Join now https://avantiwestcoast.co.uk/tickets-and-savings/club-avanti,15/04/2022,8,16
Avanti West Coast,"In line with updated government guidance, face coverings are compulsory on all public transport, including onboard Avanti West Coast services, and at stations unless you are exempt. Thank you for helping to control the spread of the virus and protect our staff and fellow customers",14/04/2022,18,2
Avanti West Coast,Station Closure Update: Manchester Piccadilly station will be temporarily closed for renovations. We appreciate your understanding during this time. #AvantiWestCoast,13/04/2022,3,5
Avanti West Coast,Attention Passengers: Your feedback is important to us. Let us know how we can improve your travel experience. #AvantiWestCoast,12/04/2022,23,26
Avanti West Coast,"Important Service Announcement: Due to unforeseen operational issues, there will be no service on the Edinburgh to London Euston route. We apologize for the inconvenience caused. Train number 9012 is cancelled. #AvantiWestCoast",11/03/2022,209,5
Avanti West Coast,Service Update: Glasgow Central to London Euston services may be disrupted due to ongoing strike action. Please plan your journey accordingly. Train number 7890 on the Glasgow to London Euston route may be subject to delays. #AvantiWestCoast,10/03/2022,172,3
Avanti West Coast,"UPDATE: Following trespassers on the railway between Milton Keynes Central and Watford Junction, all lines have now reopened. Residual delays are still expected. Train number 1234 scheduled to depart Milton Keynes Central at 10:30 may experience some delays. #AvantiWestCoast",09/03/2022,282,3
Avanti West Coast, Attention Passengers: We value your feedback. Share your travel experience with us and let us know how we can enhance your journey. #AvantiWestCoast,08/03/2022,75,1
Avanti West Coast,"Travelling into London today? Services and stations are expected to be extremely busy. Please be patient with our colleagues and fellow customers, and make a note of the last train services of the day.",07/03/2022,257,1
Avanti West Coast,"Planned Engineering Works: Liverpool Lime Street station will undergo maintenance, resulting in service disruptions. We apologize for any inconvenience caused. #AvantiWestCoast",06/03/2022,84,4
Avanti West Coast,Service Announcement: Trains between London Euston and Glasgow may experience delays. We apologize for the inconvenience caused. #AvantiWestCoast,05/03/2022,278,5
Avanti West Coast,"Customer Service Update: Your satisfaction is our priority. If you have any concerns or feedback, please don't hesitate to reach out to us. #AvantiWestCoast",04/03/2022,222,4
Avanti West Coast,Service Disruption: Glasgow Central to Birmingham services are temporarily suspended. We apologize for any inconvenience caused. Train number 3456 on this route is cancelled. #AvantiWestCoast,03/03/2022,27,2
Avanti West Coast," Customer Announcement: For any inquiries or travel assistance, please contact our dedicated customer support team. We're available to assist you. #AvantiWestCoast",02/03/2022,5,1
Avanti West Coast,Service Disruption: We regret to inform you that there will be no service on the Liverpool to Birmingham route until further notice. Please make alternative travel arrangements. Train number 6789 is cancelled. #AvantiWestCoast,01/03/2022,36,5
Avanti West Coast,Delays Expected: Trains on the Liverpool to Birmingham route may be delayed. We apologize for any inconvenience caused. #AvantiWestCoast,28/02/2022,86,2
Avanti West Coast,No Service: Manchester to London Euston services are currently suspended. We apologize for the disruption. Train number 7890 on this route is cancelled. #AvantiWestCoast,27/02/2022,100,5
Avanti West Coast, Currently Running: Trains on the Liverpool to London Euston route are operating as scheduled. We appreciate your patronage. Train number 9012 is on time. #AvantiWestCoast,26/02/2022,228,4
Avanti West Coast,Service Announcement: Trains on the Edinburgh to Glasgow route are running as per schedule. We wish you a pleasant journey with AvantiWestCoast! #AvantiWestCoast,25/02/2022,174,4
Avanti West Coast,"Station Closure: Attention passengers, please note that Birmingham International station will be temporarily closed for maintenance. Alternative transport options will be available. #AvantiWestCoast",24/02/2022,247,5
Avanti West Coast,Travel info can be found here: https://avantiwestcoast.co.uk/travel-information/plan-your-journey/planned-engineering-works/christmas-planned-work-2021. We hope you all have a wonderful festive break,23/02/2022,276,5
Avanti West Coast,"Travelling into London today? Services and stations are expected to be extremely busy. Please be patient with our colleagues and fellow customers, and make a note of the last train services of the day.",22/02/2022,116,1
Avanti West Coast,Service Update: Glasgow Central to Manchester services are operating without any disruptions. Sit back and enjoy the journey with AvantiWestCoast! Train number 5678 is on time. #AvantiWestCoast,21/02/2022,133,1
Avanti West Coast,Today at Crewe we're raising money for @hopesandbeams_ by taking on the 10k in 10 hours challenge.,20/02/2022,85,3
Avanti West Coast,Service Update: Glasgow Central to London Euston services may be disrupted due to ongoing strike action. Please plan your journey accordingly. Train number 7890 on the Glasgow to London Euston route may be subject to delays. #AvantiWestCoast,19/02/2022,238,1
Avanti West Coast,"UPDATE: Following trespassers on the railway between Milton Keynes Central and Watford Junction, all lines have now reopened. Residual delays are still expected. Train number 1234 scheduled to depart Milton Keynes Central at 10:30 may experience some delays. #AvantiWestCoast",18/02/2022,93,2
Avanti West Coast,Service Update: Our services are temporarily affected due to ongoing strike action. Please check our website for the latest updates. Train number 5678 on the Glasgow to London Euston route may be subject to delays. #AvantiWestCoast,17/02/2022,222,5
Avanti West Coast,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",16/02/2022,256,1
Avanti West Coast,Travel info can be found here: https://avantiwestcoast.co.uk/travel-information/plan-your-journey/planned-engineering-works/christmas-planned-work-2021. We hope you all have a wonderful festive break,15/02/2022,270,2
Avanti West Coast,The rail industry is launching a consultation on plans to modernise customer service in railway stations. Read the proposals: https://avantiwestcoast.co.uk/consultation,14/02/2022,162,4
Avanti West Coast,The rail industry is launching a consultation on plans to modernise customer service in railway stations. Read the proposals: https://avantiwestcoast.co.uk/consultation,13/02/2022,14,5
Avanti West Coast,Today at Crewe we're raising money for @hopesandbeams_ by taking on the 10k in 10 hours challenge.,12/02/2022,15,5
Avanti West Coast,Travel info can be found here: https://avantiwestcoast.co.uk/travel-information/plan-your-journey/planned-engineering-works/christmas-planned-work-2021. We hope you all have a wonderful festive break,11/02/2022,137,4
Avanti West Coast,Delays Expected: Trains on the Liverpool to Birmingham route may be delayed. We apologize for any inconvenience caused. #AvantiWestCoast,10/02/2022,185,4
Avanti West Coast,Service Disruption: We regret to inform you that there will be no service on the Liverpool to Birmingham route until further notice. Please make alternative travel arrangements. Train number 6789 is cancelled. #AvantiWestCoast,09/02/2022,131,3
Avanti West Coast,"Customer Service Update: Your satisfaction is our priority. If you have any concerns or feedback, please don't hesitate to reach out to us. #AvantiWestCoast",08/02/2022,217,1
Avanti West Coast,Sometimes your seat needs to take a seat.,07/02/2022,174,1
Avanti West Coast,Service Announcement: Trains on the Edinburgh to Glasgow route are running as per schedule. We wish you a pleasant journey with AvantiWestCoast! #AvantiWestCoast,06/02/2022,222,4
Avanti West Coast,Station Closure Update: Manchester Piccadilly station will be temporarily closed for renovations. We appreciate your understanding during this time. #AvantiWestCoast,05/02/2022,235,3
Avanti West Coast,Engineering Works Notice: Please be advised that essential maintenance work is taking place between Birmingham New Street and Manchester Piccadilly. Delays are expected. #AvantiWestCoast,04/02/2022,264,4
Avanti West Coast,The rail industry is launching a consultation on plans to modernise customer service in railway stations. Read the proposals: https://avantiwestcoast.co.uk/consultation,03/02/2022,103,1
Avanti West Coast,The rail industry is launching a consultation on plans to modernise customer service in railway stations. Read the proposals: https://avantiwestcoast.co.uk/consultation,02/02/2022,156,1
Avanti West Coast,Delays Expected: Trains on the Liverpool to Birmingham route may be delayed. We apologize for any inconvenience caused. #AvantiWestCoast,01/02/2022,20,2
Avanti West Coast,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",31/01/2022,235,3
Avanti West Coast,Find out how your journey will be affected  https://avantiwestcoast.co.uk/travel-information/plan-your-journey/planned-engineering-works/carstairs-modernisation-project,30/01/2022,52,2
Avanti West Coast,"Planned Engineering Works: Liverpool Lime Street station will undergo maintenance, resulting in service disruptions. We apologize for any inconvenience caused. #AvantiWestCoast",29/01/2022,149,1
Avanti West Coast, Currently Running: Trains on the Liverpool to London Euston route are operating as scheduled. We appreciate your patronage. Train number 9012 is on time. #AvantiWestCoast,28/01/2022,178,2
Avanti West Coast,Service Update: Our services are temporarily affected due to ongoing strike action. Please check our website for the latest updates. Train number 5678 on the Glasgow to London Euston route may be subject to delays. #AvantiWestCoast,27/01/2022,10,2
Avanti West Coast,Service Disruption: Glasgow Central to Birmingham services are temporarily suspended. We apologize for any inconvenience caused. Train number 3456 on this route is cancelled. #AvantiWestCoast,26/01/2022,39,5
Avanti West Coast,"Customer Service Update: Your satisfaction is our priority. If you have any concerns or feedback, please don't hesitate to reach out to us. #AvantiWestCoast",25/01/2022,107,4
Avanti West Coast,"Due to a speed restriction over defective track between Banbury and Leamington Spa, trains have to run at reduced speed on the line towards Stourbridge Junction. Train services running through these stations may be delayed by up to 10 minutes. Sorry for any inconvenience caused.",24/01/2022,204,4
Avanti West Coast,"Due to a points failure at Leamington Spa, the line towards London is disrupted. Train services running through this station may be delayed by up to 30 minutes.",23/01/2022,291,4
Avanti West Coast,Service Announcement: Trains on the Edinburgh to Glasgow route are running as per schedule. We wish you a pleasant journey with AvantiWestCoast! #AvantiWestCoast,22/01/2022,264,3
Avanti West Coast, Currently Running: Trains on the Liverpool to London Euston route are operating as scheduled. We appreciate your patronage. Train number 9012 is on time. #AvantiWestCoast,21/01/2022,56,3
Avanti West Coast,Engineering Works Notice: Please be advised that essential maintenance work is taking place between Birmingham New Street and Manchester Piccadilly. Delays are expected. #AvantiWestCoast,20/01/2022,106,4
Avanti West Coast,"Planned Engineering Works: Liverpool Lime Street station will undergo maintenance, resulting in service disruptions. We apologize for any inconvenience caused. #AvantiWestCoast",19/01/2022,69,2
Avanti West Coast," No Service: Due to unforeseen circumstances, services on the Manchester to London route are temporarily suspended. We apologize for the inconvenience caused. Train number 2345 on this route is cancelled. #AvantiWestCoast",18/01/2022,42,1
Avanti West Coast,"In line with updated government guidance, face coverings are compulsory on all public transport, including onboard Avanti West Coast services, and at stations unless you are exempt. Thank you for helping to control the spread of the virus and protect our staff and fellow customers",17/01/2022,238,1
